path	type	classification	rationale	linked_observations
v2/developers/build/tutorials/multi-tenant-billing-with-pymthouse.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/tutorials/streamplace-byoc-integration.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/tutorials/token-gated-video.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/tutorials/vod-upload-and-playback.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/codec-support.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/frameworks-network.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/ingest-and-playback.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/live-events.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/lpms-integration.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/overview.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/storage-and-archival.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/transcoding-direct-quickstart.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/build/video/vod-and-recording.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/concepts/infra-stack.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/concepts/landscape.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/concepts/repo-map.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/auth-and-security/access-control.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/auth-and-security/ai-authentication.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/gateways-as-developer/gateway-access.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/help.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/local-development/local-gateway.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/local-development/local-orchestrator.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/local-development/local-testnet.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/local-development/overview.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/observability-and-debugging/job-debugging.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/observability-and-debugging/orchestrator-monitoring.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/observability-and-debugging/tooling-and-metrics.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/overview.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/clearinghouse-pattern.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/custom-auth-and-billing.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/eth-escrow-and-deposits.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/orchestrator-selection-and-pricing.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/overview.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/per-second-compute.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/probabilistic-micropayments.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/payments/remote-signer.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/production-hardening-checklist.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/transport/overview.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/guides/transport/trickle-protocol.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/index.mdx	mdx	production-rendered	tab landing page (referenced via group, not file path)	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/developers/learn/ai-and-agents.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/learn/applications.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/learn/video-and-livestream.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/navigator.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/portal.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/awesome-livepeer.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/contributing.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/deepwiki.mdx	mdx	needs-collab	orphan: not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/developers/resources/example-applications.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/glossary.mdx	mdx	production-rendered	in docs.json	AUTO_GEN,LAST_VERIFIED
v2/developers/resources/grants-and-programmes.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/reference/apis.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/reference/pricing-rate-limits.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/reference/pytrickle-reference.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/reference/sdks.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/developers/resources/wiki.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/concepts/architecture.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/concepts/business-model.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/concepts/capabilities.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/concepts/role.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/custom/composables/linux/linuxSupport.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/custom/composables/linux/macSupport.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/docker/dockerOffChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/docker/dockerOnChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/linux/linuxOffChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/linux/linuxOnChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/windows/windowsOffChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	NOT_IN_DOCS_JSON
v2/gateways/custom/views/quickstart/windows/windowsOnChainTab.mdx	mdx	cut-candidate	byte-identical duplicate of /quickstart/views/; not imported	NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/configure/ai-configuration-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/configure/dual-configuration-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/configure/video-configuration-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/connect/docker-connect-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/connect/linux-connect-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/connect/windows-connect-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/install/docker-install-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/install/linux-install-content-copy.mdx	mdx	cut-candidate	copy variant; not referenced	STUB,NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/install/linux-install-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/install/windows-install-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	STUB,NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/monitor/docker-monitor-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/monitor/linux-monitor-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/monitor/windows-monitor-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/verify/docker-verify-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/verify/linux-verify-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/custom/views/setup/verify/windows-verify-content.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NO_FRONTMATTER,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/dep-production-hardening.mdx	mdx	cut-candidate	dep- prefix (deprecated file)	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/gateway-discoverability.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/advanced-operations/gateway-middleware.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/advanced-operations/orchestrator-selection.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/advanced-operations/scaling.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/advanced-operations/x-deprecated/x-orchestrator-tiering.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-deprecated/x-production-ops.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/ctx-new--connect-with-offerings-publish.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/ctx-new--connect-with-offerings.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/ctx-new--discover-offerings.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/ctx-new--gateway-middleware.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/ctx-new--lp-marketplace.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v1--dual-mine.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v1--o-t-split.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v1--set-session-limits.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-advops--orchestrator-tiering.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-advops--production-ops.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-refs--configuration-flags.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-refs--gpu-support.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-refs--orchestrator-offerings.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-refs--technical-architecture.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-run--discover-offerings.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-run--dual-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-run--lp-marketplace.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-setup--connect-with-offerings.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/advanced-operations/x-resources/v2-tools--gateway-middleware.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/gwid-single-click-deploy.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/deployment-details/setup-options.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/deployment-details/setup-requirements.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/deployment-details/x-deprecated/dep-setup-options.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/dual-gateway-config.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/ecosystem-offerings.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/gateway-setup-paths.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/on-chain-vs-off-chain.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/path-requirements.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/requirements-off-chain.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/requirements-setup.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/sdk-alt-gateways.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/deployment-details/x-deprecated/setup-paths.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/health-checks.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/monitoring-and-tooling/monitoring-setup.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/monitoring-and-tooling/on-chain-metrics.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/monitoring-and-tooling/tools-and-dashboards.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/monitoring-and-tooling/troubleshooting.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--ai-health-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--cli-commands.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--cli-http-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--cli-reference.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--explorer.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--health-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--livepeer-tools.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--monitor-and-optimise.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--prometheus-metrics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/ctx-new--status-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v1--monitor-metrics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v1--troubleshoot.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-about--blockchain-contracts.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-guidesres--faq.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-monitor--monitor-and-optimise.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-needed--troubleshooting.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-onchain--bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--ai-health-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--cli-commands.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--cli-http-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--cli-reference.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--contract-addresses.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--hardware-info-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--hardware-stats-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--health-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--prometheus-metrics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-refs--status-api.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-setup--monitor-and-optimise.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-tools--explorer.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-tools--gateway-middleware.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/monitoring-and-tooling/x-resources/v2-tools--livepeer-tools.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/ai-pipelines.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/node-pipelines/byoc-pipelines.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/node-pipelines/dep-ai-inference.mdx	mdx	cut-candidate	dep- prefix (deprecated file)	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/guide.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/node-pipelines/pipeline-configuration.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/node-pipelines/video-pipelines.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/node-pipelines/x-resources/ctx-gwnew--ai-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/ctx-new--ai-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/ctx-new--transcoding.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/ctx-new--video-configuration-view.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/ctx-new--video-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--ai-builders-gateways.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--ai-worker.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--benchmarking.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--models-config.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--models-download.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v1--transcoding-options.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-dev--ai-pipelines-byoc.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-dev--ai-pipelines-model-support.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-dev--ai-pipelines-overview.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-guidesres--byoc.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-guidesres--overview.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-orch--job-types.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-run--ai-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
