v1_path,persona,topic,exists_in_v1,current_v2_equivalent,v2_gap_area,recommended_action,target_v2_path,priority,content_reuse_level,accuracy_review_needed,path_migration_only,technical_validation_source,technical_validation_status,uses_only_legacy_source,ready_to_move_now,target_section_owner,cleanup_consolidation_note,evidence_notes
v1/ai/contributors/guides/add-pipeline.mdx,ai_developers,add pipeline,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/guides-and-resources/contribution-guide.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers / AI docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/whats-new.mdx,ai_developers,whats new,yes,none,AI Jobs quickstart and AI developer coverage,archive,v2/resources/changelog (confirm canonical path),MEDIUM,low,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers / AI docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=v1-ai-scan (supplemental); target mapping heuristic
v1/delegators/guides/yield-calculation.mdx,delegators,yield calculation,yes,v2/lpt/delegation/delegation-economics.mdx,Goal-based tutorials and task guides,merge,v2/lpt/delegation/delegation-economics.mdx,MEDIUM,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,LPT / Delegation docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/ai/builders/gateways.mdx,developers,gateways,yes,none,Goal-based tutorials for builders and AI Jobs onboarding,merge,v2/developers/guides-and-resources/developer-guides.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/builders/showcase.mdx,developers,showcase,yes,none,Goal-based tutorials for builders and AI Jobs onboarding,merge,v2/developers/guides-and-resources/developer-guides.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/introduction.mdx,developers,introduction,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/quickstart/ai/ai-jobs.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/developers/core-concepts/core-api/asset.mdx,developers,asset,yes,v2/platforms/livepeer-studio/video-on-demand/overview.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/video-on-demand/overview.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/core-api/multistream.mdx,developers,multistream,yes,v2/platforms/livepeer-studio/livestream/multistream.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/livestream/multistream.mdx,MEDIUM,medium,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/core-api/stream.mdx,developers,stream,yes,v2/platforms/livepeer-studio/livestream/overview.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/livestream/overview.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/studio/stream-health.mdx,developers,stream health,yes,v2/platforms/livepeer-studio/livestream/stream-health.mdx,Section coverage and consolidation,merge,v2/platforms/livepeer-studio/livestream/stream-health.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/studio/webhooks.mdx,developers,webhooks,yes,v2/platforms/livepeer-studio/analytics/webhooks.mdx,Section coverage and consolidation,merge,v2/platforms/livepeer-studio/analytics/webhooks.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/access-control-jwt.mdx,developers,access control jwt,yes,v2/platforms/livepeer-studio/access-control/jwt.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/access-control/jwt.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/access-control-webhooks.mdx,developers,access control webhooks,yes,v2/platforms/livepeer-studio/access-control/webhooks.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/access-control/webhooks.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/create-livestream.mdx,developers,create livestream,yes,v2/platforms/livepeer-studio/livestream/create-livestream.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/create-livestream.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/encrypted-asset.mdx,developers,encrypted asset,yes,v2/platforms/livepeer-studio/video-on-demand/encrypted-assets.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/video-on-demand/encrypted-assets.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/get-engagement-analytics-via-api.mdx,developers,get engagement analytics via api,yes,v2/platforms/livepeer-studio/analytics/overview.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/analytics/overview.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/get-engagement-analytics-via-grafana.mdx,developers,get engagement analytics via grafana,yes,v2/platforms/livepeer-studio/analytics/overview.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/analytics/overview.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/get-engagement-analytics-via-timeplus.mdx,developers,get engagement analytics via timeplus,yes,v2/platforms/livepeer-studio/analytics/overview.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/analytics/overview.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/listen-to-asset-events.mdx,developers,listen to asset events,yes,v2/platforms/livepeer-studio/analytics/listen-to-events.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/analytics/listen-to-events.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/listen-to-stream-events.mdx,developers,listen to stream events,yes,v2/platforms/livepeer-studio/analytics/listen-to-events.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/analytics/listen-to-events.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/livestream-from-browser.mdx,developers,livestream from browser,yes,v2/platforms/livepeer-studio/livestream/livestream-from-browser.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/livestream-from-browser.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/managing-projects.mdx,developers,managing projects,yes,v2/platforms/livepeer-studio/reference/managing-projects.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/reference/managing-projects.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/monitor-stream-health.mdx,developers,monitor stream health,yes,v2/platforms/livepeer-studio/livestream/stream-health.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/stream-health.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/multistream.mdx,developers,multistream,yes,v2/platforms/livepeer-studio/livestream/multistream.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/multistream.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/optimize-latency-of-a-livestream.mdx,developers,optimize latency of a livestream,yes,v2/platforms/livepeer-studio/livestream/optimize-latency.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/optimize-latency.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/overview.mdx,developers,overview,yes,v2/developers/guides-and-resources/developer-guides.mdx,Goal-based tutorials and task guides,merge,v2/developers/guides-and-resources/developer-guides.mdx,MEDIUM,high,none,no,none,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/playback-a-livestream.mdx,developers,playback a livestream,yes,v2/platforms/livepeer-studio/livestream/playback-livestream.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/playback-livestream.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/playback-an-asset.mdx,developers,playback an asset,yes,v2/platforms/livepeer-studio/video-on-demand/playback-asset.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/video-on-demand/playback-asset.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/setup-and-listen-to-webhooks.mdx,developers,setup and listen to webhooks,yes,v2/platforms/livepeer-studio/analytics/webhooks.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/analytics/webhooks.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/stream-via-obs.mdx,developers,stream via obs,yes,v2/platforms/livepeer-studio/livestream/stream-via-obs.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/livestream/stream-via-obs.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/thumbnails-live.mdx,developers,thumbnails live,yes,v2/platforms/livepeer-studio/player.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/player.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/thumbnails-vod.mdx,developers,thumbnails vod,yes,v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/upload-video-asset.mdx,developers,upload video asset,yes,v2/platforms/livepeer-studio/video-on-demand/upload-asset.mdx,Goal-based tutorials and task guides,merge,v2/platforms/livepeer-studio/video-on-demand/upload-asset.mdx,MEDIUM,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/tutorials/decentralized-app-with-fvm.mdx,developers,decentralized app with fvm,yes,none,Goal-based tutorials and task guides,archive,TBD,MEDIUM,low,none,no,none,needs_validation,yes,no,Developers docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=archive; mapping_source=reviewed-manual
v1/developers/tutorials/token-gate-videos-with-lit.mdx,developers,token gate videos with lit,yes,v2/developers/guides/partner-integrations.mdx,Goal-based tutorials and task guides,merge,v2/developers/guides/partner-integrations.mdx,MEDIUM,high,none,no,none,needs_validation,no,no,Developers docs owner,Review for stale dependencies before merge; prefer goal-based consolidation.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/tutorials/upload-playback-videos-4everland.mdx,developers,upload playback videos 4everland,yes,v2/developers/guides/partner-integrations.mdx,Goal-based tutorials and task guides,merge,v2/developers/guides/partner-integrations.mdx,MEDIUM,high,none,no,none,needs_validation,no,no,Developers docs owner,Review for stale dependencies before merge; prefer goal-based consolidation.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/tutorials/upload-playback-videos-on-arweave.mdx,developers,upload playback videos on arweave,yes,v2/developers/guides/partner-integrations.mdx,Goal-based tutorials and task guides,merge,v2/developers/guides/partner-integrations.mdx,MEDIUM,high,none,no,none,needs_validation,no,no,Developers docs owner,Review for stale dependencies before merge; prefer goal-based consolidation.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/tutorials/upload-playback-videos-on-ipfs.mdx,developers,upload playback videos on ipfs,yes,v2/developers/guides/partner-integrations.mdx,Goal-based tutorials and task guides,merge,v2/developers/guides/partner-integrations.mdx,MEDIUM,high,none,no,none,needs_validation,no,no,Developers docs owner,Review for stale dependencies before merge; prefer goal-based consolidation.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/ai/gateways/get-started.mdx,gateway_operators,get started,yes,none,Gateways section AI gateway setup coverage,move,v2/gateways/run-a-gateway/quickstart/get-AI-to-setup-the-gateway.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Gateways docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/gateways/onchain.mdx,gateway_operators,onchain,yes,none,Gateways section AI gateway setup coverage,move,v2/gateways/run-a-gateway/requirements/on-chain setup/on-chain.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Gateways docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/gateways/start-gateway.mdx,gateway_operators,start gateway,yes,none,Gateways section AI gateway setup coverage,move,v2/gateways/run-a-gateway/quickstart/get-AI-to-setup-the-gateway.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Gateways docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/gateways/guides/fund-gateway.mdx,gateway_operators,fund gateway,yes,v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway.mdx,MEDIUM,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/transcoding-options.mdx,gateway_operators,transcoding options,yes,v2/gateways/run-a-gateway/v1/transcoding-options.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/v1/transcoding-options.mdx,MEDIUM,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/ai/orchestrators/ai-worker.mdx,orchestrators,ai worker,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/benchmarking.mdx,orchestrators,benchmarking,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/get-started.mdx,orchestrators,get started,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/models-config.mdx,orchestrators,models config,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/models-download.mdx,orchestrators,models download,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/onchain.mdx,orchestrators,onchain,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/orchestrators/start-orchestrator.mdx,orchestrators,start orchestrator,yes,none,Orchestrators section AI worker/orchestrator setup coverage,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=v1-ai-scan (supplemental); target mapping heuristic
v1/delegators/introduction.mdx,delegators,introduction,yes,v2/lpt/delegation/about-delegators.mdx,delegators onboarding and quickstarts,duplicate-remove,v2/lpt/delegation/about-delegators.mdx,LOW,low,none,no,https://github.com/livepeer/go-livepeer,non-technical,no,no,LPT / Delegation docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
v1/developers/core-concepts/core-api/access-control.mdx,developers,access control,yes,v2/platforms/livepeer-studio/access-control/overview.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/access-control/overview.mdx,LOW,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/livepeer-network/delegators.mdx,developers,delegators,yes,v2/about/livepeer-network/livepeer-actors/delegators.mdx,Section coverage and consolidation,merge,v2/about/livepeer-network/livepeer-actors/delegators.mdx,LOW,high,none,no,https://github.com/livepeer/go-livepeer,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/livepeer-network/gateways.mdx,developers,gateways,yes,v2/about/livepeer-network/livepeer-actors/gateways.mdx,Section coverage and consolidation,merge,v2/about/livepeer-network/livepeer-actors/gateways.mdx,LOW,high,none,yes,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=keep; mapping_source=reviewed-manual
v1/developers/core-concepts/livepeer-network/orchestrators.mdx,developers,orchestrators,yes,v2/about/livepeer-network/livepeer-actors/orchestrators.mdx,Section coverage and consolidation,merge,v2/about/livepeer-network/livepeer-actors/orchestrators.mdx,LOW,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/player/overview.mdx,developers,overview,yes,v2/platforms/livepeer-studio/player.mdx,Section coverage and consolidation,merge,v2/platforms/livepeer-studio/player.mdx,LOW,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/core-concepts/studio/in-browser-broadcast.mdx,developers,in browser broadcast,yes,v2/platforms/livepeer-studio/livestream/livestream-from-browser.mdx,Section coverage and consolidation,merge,v2/platforms/livepeer-studio/livestream/livestream-from-browser.mdx,LOW,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/introduction.mdx,developers,introduction,yes,v2/platforms/livepeer-studio/overview.mdx,developers onboarding and quickstarts,merge,v2/platforms/livepeer-studio/overview.mdx,LOW,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,non-technical,no,yes,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/introduction.mdx,gateway_operators,introduction,yes,v2/platforms/livepeer-studio/overview.mdx,gateway operators onboarding and quickstarts,duplicate-remove,v2/platforms/livepeer-studio/overview.mdx,LOW,low,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Gateways docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
