as_of_date,file_path,route_path,cohort,page_kind,doc_type_primary,accuracy_2026_status,accuracy_2026_confidence,accuracy_2026_score,clarity_score,verifiability_score,docs_framework_fit_score,rfp_page_compliance_score,completeness_score,actionability_score,audience_fit_score,machine_readability_score,maintenance_quality_score,human_usefulness_score,agent_usefulness_score,human_band,agent_band,claims_extracted_count,verification_sources_count,source_types_used,source_freshness_oldest_date,source_freshness_latest_date,flags_human,verification_notes
2026-02-23,v2/gateways/about-gateways/quickstart-home.mdx,/v2/gateways/about-gateways/quickstart-home,public,tutorial,tutorial,provisional,0.15,1.9,2.7,0.2,2.3,2.3,0.2,0.5,3.5,4.4,2,35,39,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/gateway-tools/explorer.mdx,/v2/gateways/gateway-tools/explorer,public,placeholder,explanation,provisional,0.15,1.9,2.5,0.2,1.9,1.5,0,0,2.7,4.4,2,29,35,incomplete_risky,incomplete_risky,4,0,,,,accuracy needs review; coming soon; todo marker; thin content; incomplete; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/gateway-tools/gateway-middleware.mdx,/v2/gateways/gateway-tools/gateway-middleware,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.8,0,0.5,3.5,3.6,2,30,35,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/gateway-tools/livepeer-tools.mdx,/v2/gateways/gateway-tools/livepeer-tools,public,content_explanation,explanation,provisional,0.15,1.9,2.5,0.2,1.9,1.6,0,0.5,2.7,4.4,2,30,36,incomplete_risky,incomplete_risky,5,0,,,,accuracy needs review; todo marker; thin content; incomplete; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/gateways-portal.mdx,/v2/gateways/gateways-portal,public,content_explanation,explanation,provisional,0.15,1.9,3,0.2,2.4,3,2.8,2.3,3.5,3.6,2,48,46,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/guides-and-resources/community-guides.mdx,/v2/gateways/guides-and-resources/community-guides,public,how_to,how_to,provisional,0.15,1.9,1.5,0.8,1.5,2,0.8,0.5,3.5,3.6,2,31,35,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/guides-and-resources/community-projects.mdx,/v2/gateways/guides-and-resources/community-projects,public,how_to,how_to,provisional,0.15,1.9,1.5,0.8,1.5,2,0.8,0.5,3.5,3.6,2,31,35,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/guides-and-resources/faq.mdx,/v2/gateways/guides-and-resources/faq,public,how_to,how_to,provisional,0.15,1.9,4.2,1.4,3.7,4,5,2.7,3.5,4.4,2,67,63,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/guides-and-resources/gateway-job-pipelines/byoc.mdx,/v2/gateways/guides-and-resources/gateway-job-pipelines/byoc,public,how_to,how_to,provisional,0.15,1.9,2.3,0.2,1.5,2.2,1,0.5,3.5,3.6,2,33,36,incomplete_risky,incomplete_risky,5,0,,,,accuracy needs review; thin content; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/guides-and-resources/page-2.mdx,/v2/gateways/guides-and-resources/page-2,public,how_to,how_to,provisional,0.15,1.9,1.5,0.8,1.5,1.5,0.2,0.5,3.5,1.6,1,26,28,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/index.mdx,/v2/gateways,public,generated_index,landing,provisional,0.15,1.9,4.3,0.2,4.2,3,3.8,1.2,3.5,2,1.5,55,48,usable_needs_work,incomplete_risky,1,0,,,,accuracy needs review; generated index; missing frontmatter; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/api-reference/AI-API/ai.mdx,/v2/gateways/references/api-reference/AI-API/ai,public,reference,reference,provisional,0.15,1.9,3.5,0.8,3.1,2.7,1.6,0.5,3.5,4.4,2,45,48,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/audio-to-text.mdx,/v2/gateways/references/api-reference/AI-API/audio-to-text,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/hardware-info.mdx,/v2/gateways/references/api-reference/AI-API/hardware-info,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/hardware-stats.mdx,/v2/gateways/references/api-reference/AI-API/hardware-stats,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/health.mdx,/v2/gateways/references/api-reference/AI-API/health,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/image-to-image.mdx,/v2/gateways/references/api-reference/AI-API/image-to-image,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/image-to-text.mdx,/v2/gateways/references/api-reference/AI-API/image-to-text,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/image-to-video.mdx,/v2/gateways/references/api-reference/AI-API/image-to-video,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/live-video-to-video.mdx,/v2/gateways/references/api-reference/AI-API/live-video-to-video,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/llm.mdx,/v2/gateways/references/api-reference/AI-API/llm,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/segment-anything-2.mdx,/v2/gateways/references/api-reference/AI-API/segment-anything-2,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/text-to-image.mdx,/v2/gateways/references/api-reference/AI-API/text-to-image,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/text-to-speech.mdx,/v2/gateways/references/api-reference/AI-API/text-to-speech,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-API/upscale.mdx,/v2/gateways/references/api-reference/AI-API/upscale,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/AI-Worker/ai-worker-api.mdx,/v2/gateways/references/api-reference/AI-Worker/ai-worker-api,public,reference,reference,provisional,0.15,1.9,3.5,1.6,3.9,3.2,1.6,2.5,3.5,5,2,54,56,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/activateorchestrator.mdx,/v2/gateways/references/api-reference/CLI-HTTP/activateorchestrator,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/bond.mdx,/v2/gateways/references/api-reference/CLI-HTTP/bond,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/cli-http-api.mdx,/v2/gateways/references/api-reference/CLI-HTTP/cli-http-api,public,reference,reference,provisional,0.15,1.9,4.2,0.4,3.5,3.5,4.4,0.8,3.5,4.4,2,57,55,usable_needs_work,usable_needs_work,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/protocolparameters.mdx,/v2/gateways/references/api-reference/CLI-HTTP/protocolparameters,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/rebond.mdx,/v2/gateways/references/api-reference/CLI-HTTP/rebond,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/registeredorchestrators.mdx,/v2/gateways/references/api-reference/CLI-HTTP/registeredorchestrators,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/reward.mdx,/v2/gateways/references/api-reference/CLI-HTTP/reward,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/setbroadcastconfig.mdx,/v2/gateways/references/api-reference/CLI-HTTP/setbroadcastconfig,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/setmaxpriceforcapability.mdx,/v2/gateways/references/api-reference/CLI-HTTP/setmaxpriceforcapability,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/signmessage.mdx,/v2/gateways/references/api-reference/CLI-HTTP/signmessage,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/status.mdx,/v2/gateways/references/api-reference/CLI-HTTP/status,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/transfertokens.mdx,/v2/gateways/references/api-reference/CLI-HTTP/transfertokens,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/CLI-HTTP/unbond.mdx,/v2/gateways/references/api-reference/CLI-HTTP/unbond,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/_delete-all-api.mdx,/v2/gateways/references/api-reference/_delete-all-api,public,reference,reference,provisional,0.15,1.9,4.2,0.2,3.1,3.4,3.4,1.3,3.5,4.4,2,54,52,usable_needs_work,usable_needs_work,3,0,,,,accuracy needs review; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/api-reference/ai-worker-api.mdx,/v2/gateways/references/api-reference/ai-worker-api,public,reference,reference,provisional,0.15,1.9,3.5,1.6,3.9,3.2,1.6,2.5,3.5,5,2,54,56,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/hardware-info.mdx,/v2/gateways/references/api-reference/hardware-info,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/hardware-stats.mdx,/v2/gateways/references/api-reference/hardware-stats,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/api-reference/health.mdx,/v2/gateways/references/api-reference/health,public,reference,reference,provisional,0.15,1.9,1,0.8,2.3,1.6,0.8,0.5,3.5,2.4,0.6,28,31,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing title; missing description,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/arbitrum-rpc.mdx,/v2/gateways/references/arbitrum-rpc,public,content_explanation,explanation,provisional,0.15,1.9,1.5,1,2.4,1.9,0,0.8,3.5,3.6,2,31,37,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/artibtrum-exchanges.mdx,/v2/gateways/references/artibtrum-exchanges,public,content_explanation,explanation,provisional,0.15,1.9,2.8,0.6,2.4,2.3,0.2,0.8,3.5,4,2,36,40,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/cli-commands.mdx,/v2/gateways/references/cli-commands,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.5,5,0.5,3.5,4.4,2,58,55,usable_needs_work,usable_needs_work,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/configuration-flags-old.mdx,/v2/gateways/references/configuration-flags-old,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,3,3.3,5,0.5,3.5,4,2,54,51,usable_needs_work,usable_needs_work,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/configuration-flags.mdx,/v2/gateways/references/configuration-flags,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,3,3.3,5,0.5,3.5,4,2,54,51,usable_needs_work,usable_needs_work,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/contract-addresses.mdx,/v2/gateways/references/contract-addresses,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,2,0.8,0.5,3.5,3.6,2,32,37,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/references/go-livepeer/cli-reference.mdx,/v2/gateways/references/go-livepeer/cli-reference,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,3.5,5,0.8,3.5,3.8,1.4,59,54,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; missing description; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/go-livepeer/gpu-support.mdx,/v2/gateways/references/go-livepeer/gpu-support,public,content_explanation,explanation,provisional,0.15,1.9,3.5,1.4,3,3.1,4,1.2,3.5,3.4,1.4,54,52,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; missing description; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/go-livepeer/hardware-requirements.mdx,/v2/gateways/references/go-livepeer/hardware-requirements,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.4,2.5,2.1,1.9,0.8,2.7,3.8,1.4,41,41,incomplete_risky,incomplete_risky,7,0,,,,accuracy needs review; todo marker; missing description; incomplete; verification required,Verified 0/7 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/go-livepeer/prometheus-metrics.mdx,/v2/gateways/references/go-livepeer/prometheus-metrics,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.5,5,0.8,3.5,3.8,1.4,58,53,usable_needs_work,usable_needs_work,3,0,,,,accuracy needs review; missing description; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/livepeer-exchanges.mdx,/v2/gateways/references/livepeer-exchanges,public,content_explanation,explanation,provisional,0.15,1.9,2.8,0.6,2.4,2.3,0.2,0.8,3.5,4,2,36,40,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/orchestrator-offerings.mdx,/v2/gateways/references/orchestrator-offerings,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,4.1,4.4,3.9,3.5,4.4,2,65,59,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/references/technical-architecture.mdx,/v2/gateways/references/technical-architecture,public,content_explanation,explanation,provisional,0.15,1.9,2,0.8,2.4,2.2,1,0.5,3.5,4,2,35,40,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/run-a-gateway/build-options.mdx,/v2/gateways/run-a-gateway/build-options,public,content_explanation,explanation,provisional,0.15,1.9,3.7,0.6,3.5,3.4,3.4,4.5,3.5,2,1,60,50,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; missing frontmatter; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/ai-configuration.mdx,/v2/gateways/run-a-gateway/configure/ai-configuration,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.2,3.5,4,5,3,3.5,4.4,2,67,62,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/configuration-overview.mdx,/v2/gateways/run-a-gateway/configure/configuration-overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.4,4.4,0.5,3.5,4.4,2,56,54,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/configuration-reference.mdx,/v2/gateways/run-a-gateway/configure/configuration-reference,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,2,0.8,0.5,3.5,3.6,2,32,37,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/run-a-gateway/configure/dual-configuration.mdx,/v2/gateways/run-a-gateway/configure/dual-configuration,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.2,2.5,2.9,3.9,2.3,2.7,4.4,2,51,49,usable_needs_work,incomplete_risky,7,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/7 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/dual-docker.mdx,/v2/gateways/run-a-gateway/configure/dual-docker,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4.2,4.4,4.5,3.5,4.4,2,68,61,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/pricing-configuration.mdx,/v2/gateways/run-a-gateway/configure/pricing-configuration,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,4.3,5,4.6,3.5,4.4,2,71,65,good,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/video-configuration-view.mdx,/v2/gateways/run-a-gateway/configure/video-configuration-view,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.2,2.9,3.6,3,3,3.5,4.4,2,59,57,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/configure/video-configuration.mdx,/v2/gateways/run-a-gateway/configure/video-configuration,public,how_to,how_to,provisional,0.15,1.9,4.2,1.2,4.7,4.3,5,4.6,3.5,4.4,2,73,67,good,usable_needs_work,9,0,,,,accuracy needs review; verification required,Verified 0/9 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/connect/connect-with-offerings.mdx,/v2/gateways/run-a-gateway/connect/connect-with-offerings,public,how_to,how_to,provisional,0.15,1.9,3.2,0.8,3.7,3.1,2.9,4.4,2.7,4.4,2,57,55,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/connect/discover-offerings.mdx,/v2/gateways/run-a-gateway/connect/discover-offerings,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,2.9,3.7,3.4,2.8,3.5,4.4,2,59,56,usable_needs_work,usable_needs_work,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/connect/lp-marketplace.mdx,/v2/gateways/run-a-gateway/connect/lp-marketplace,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,2.9,3.5,3,2.3,3.5,4.4,2,55,53,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/gateway-operator-opportunities.mdx,/v2/gateways/run-a-gateway/gateway-operator-opportunities,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
